izo,rocnik,poznamka,ucivo,blok RVP,ucivo RVP
102264970,9,,svět v 2. polovině 20. století,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102264970,9,,studená válka,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102264970,9,,supervelmoci a rozdělení světa,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102264970,9,,Západ versus Východ,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102264970,9,,"ekonomika, politika, ideologie během studené války",ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102264970,9,,rozpad koloniálních systémů,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102264970,9,,vývoj ve východním bloku,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,vnitřní situace v zemích východního bloku (na vybraných příkladech srovnání s charakteristikou západních zemí)
102264970,9,,ČSR v letech 1948-1989,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102264970,9,,vznik ČR,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102264970,9,,"věda, technika a kultura",ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
102264970,9,,problémy současnosti,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,problémy současnosti
102264970,9,,závěrečné poučení z dějin,JINÉ,jiné dějepisné téma
102274886,6,,,,
102274886,6,,Úvod do učiva,JINÉ,jiné dějepisné téma
102274886,6,,Význam zkoumání dějin,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102274886,6,,Zdroj informací o dějinách,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102274886,6,,Čas a místo historických dějin,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102274886,6,,Pravěk,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,Doba kamenná,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,Starší doba kamenná,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,vývojové typy člověka,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,Střední doba kamenná,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,Mladší doba kamenná,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,způsob života a obživy,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,počátky řemesel,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,Doba kovů,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,rozvoj řemesel a obchodu,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,zánik rodové společnosti,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,Naše země v období pravěku,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102274886,6,,Starověk,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102274886,6,,Oblasti starověkého východu,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102274886,6,,Mezopotámie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102274886,6,,Egypt,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102274886,6,,Indie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102274886,6,,Čína,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102274886,6,,Oblasti klasických otrokářských států,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102274886,6,,Řecko,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102274886,6,,Makedonie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102274886,6,,Řím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102274886,7,,,,
102274886,7,,Středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102274886,7,,Raný středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102274886,7,,zrod nové Evropy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102274886,7,,byzantská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102274886,7,,franská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102274886,7,,arabská říše,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102274886,7,,islám,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102274886,7,,první státní útvary na našem území,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102274886,7,,český stát v době knížecí,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102274886,7,,křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102274886,7,,křížové výpravy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102274886,7,,románská kultura,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102274886,7,,Vrcholný středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102274886,7,,rozvoj řemesel a obchodu,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102274886,7,,vznik měst a jejich význam,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102274886,7,,český stát za vlády posledních Přemyslovců,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102274886,7,,Lucemburkové na českém trůně,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102274886,7,,gotická kultura,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102274886,7,,stoletá válka,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102274886,7,,husitství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102274886,7,,Pozdní středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102274886,7,,doba poděbradská (Jiřího z Poděbrad),OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102274886,7,,doba jagellonská,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102274886,7,,Novověk,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102274886,7,,Raný novověk,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102274886,7,,humanismus a renesance,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102274886,7,,objevné plavby,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102274886,7,,náboženská reformace a protireformace,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102274886,7,,počátky absolutních monarchií,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102274886,7,,český stát v předbělohorských poměrech,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102274886,7,,třicetiletá válka,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102274886,8,,,,
102274886,8,,Novověk,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102274886,8,,občanská válka v Anglii,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102274886,8,,baroko,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102274886,8,,habsburská monarchie po 30-ti leté válce,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102274886,8,,osvícenství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102274886,8,,české země za vlády Marie Terezie a Josefa II.,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102274886,8,,Evropský kolonialismus a rozvoj obchodu,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102274886,8,,"boj amerických osad za nezávislost, vznik USA",MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102274886,8,,Období od konce 18. století do r. 1914,MODERNIZACE SPOLEČNOSTI,jiné
102274886,8,,Francie před revolucí,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102274886,8,,Velká francouzská revoluce,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102274886,8,,napoleonské války,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102274886,8,,průmyslová revoluce,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102274886,8,,modernizace společnosti,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102274886,8,,sociální otázka,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102274886,8,,klasicismus a romantismus,MODERNIZACE SPOLEČNOSTI,kulturní rozrůzněnost doby
102274886,8,,habsburská monarchie v 1. polovině 19. století,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102274886,8,,národní obrození,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102274886,8,,rok 1848 v Evropě a Čechách,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102274886,8,,rozmach průmyslové revoluce,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102274886,8,,změny ve způsobu života lidí,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102274886,8,,sjednocování Německa a Itálie,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102274886,8,,občanská válka v USA,MODERNIZACE SPOLEČNOSTI,jiné
102274886,8,,postavení českých zemí v habsburské monarchii ve 2. polovině 19. století,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102274886,8,,"základní rysy české politiky, její představitelé",MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102274886,8,,Moderní doba,MODERNÍ DOBA,jiné
102274886,8,,Situace v letech 1914 – 1918,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102274886,8,,mezinárodní situace koncem 19. a počátkem 20. století,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102274886,8,,první světová válka,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102274886,8,,ruská revoluce,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,,,
102274886,9,,vznik Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102274886,9,,hospodářský rozvoj Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102274886,9,,politický rozvoj Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102274886,9,,kulturní rozvoj Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102274886,9,,národnostní problémy v Československu,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102274886,9,,vývoj ve 20. letech,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,fašismus,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,socialismus,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,světová hospodářská krize,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,důsledky světové hospodářské krize,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,fašismus na postupu,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,cesta k Mnichovu,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,Mnichovská dohoda,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,důsledky Mnichovské dohody,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,rozbití Československa,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102274886,9,,druhá světová válka,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102274886,9,,domácí odboj,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102274886,9,,zahraniční odboj,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102274886,9,,mezinárodní konference,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102274886,9,,poválečné uspořádání světa,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
